id,keywords.id,keywords.score
963,62635,0.490687
963,62703,0.877765
964,507,9.04462
964,665,85.0517
964,1967,41.3021
964,6181,19.2055
964,6225,17.7577
964,6580,14.0572
964,7261,11.8321
964,12832,15.8865
964,13415,27.2494
964,13458,10.6347
964,13588,10.5452
964,14611,18.9979
964,25010,12.2663
964,57031,9.61751
964,71944,10.4761
964,75882,12.2257
964,80896,35.2291
965,437,72.4044
965,861,19.1297
965,1784,17.5062
965,2082,47.4142
965,8532,21.4009
965,9043,14.1553
965,11017,23.1889
965,13120,177.748
965,16156,22.539
965,19650,22.5551
965,21065,23.0187
965,24105,14.2104
965,28269,21.5768
965,28627,250.122
965,42856,27.8907
965,59986,14.7238
965,65398,15.508
966,86,58.9071
966,314,62.6677
966,671,75.5176
966,934,109.857
966,1019,82.4289
966,1340,217.081
966,2850,58.589
966,4580,202.62
966,8443,45.6815
966,11398,67.9912
966,18868,46.0686
966,19201,45.9359
966,19330,73.7262
966,23669,139.058
966,26988,97.2544
966,43504,62.5141
966,48107,104.611
967,81,185.362
967,1065,447.344
967,1638,125.601
967,3792,69.6996
967,5998,103.288
967,6291,66.363
967,8494,111.342
967,10926,438.892
967,22808,59.287
967,25456,127.986
967,33271,130.901
967,33276,933.005
967,35033,65.9822
967,63117,66.568
967,65605,84.1175
967,75021,94.3823
967,78512,91.9796
968,323,0.376683
968,2165,25.799
968,2192,0.370112
968,3333,7.91283
968,8477,4.18969
968,12339,0.372399
968,13105,4.16255
968,15065,3.62014
968,24059,17.2957
968,33384,0.369561
968,35174,0.652914
968,35627,0.373787
968,42533,0.369161
968,42885,1.12337
968,44127,0.368428
968,49412,0.368944
968,52543,1.11009
969,270,64.5908
969,444,97.2484
969,501,88.1231
969,2082,88.0462
969,2398,162.121
969,2869,122.2
969,3042,118.733
969,4086,60.3322
969,4756,100.962
969,7429,79.6554
969,11678,74.717
969,19013,80.7377
969,24879,70.8887
969,52735,223.656
969,53373,65.6506
969,54761,119.649
969,55564,59.4833
970,80,0.0
970,152,0.0
970,1527,0.0
970,12184,0.0
970,23794,0.0
970,29360,0.0
970,48690,0.0
970,63404,0.0
970,64461,0.0
971,396,151.411
971,687,89.9485
971,987,353.531
971,1081,83.4973
971,2318,98.6913
971,4524,63.0207
971,4907,174.522
971,5535,212.977
971,13693,69.5635
971,16247,107.179
971,22327,152.564
971,25952,149.015
971,28932,88.9665
971,30846,163.789
971,36020,102.025
971,44895,100.746
971,57473,46.9234
972,1807,0.0
972,3248,0.0
972,6846,0.0
972,7870,0.0
972,11657,0.0
972,18867,0.0
972,44661,0.0
972,63730,0.0
973,38,2441.88
973,45,1331.0
973,166,328.783
973,214,272.028
973,485,236.712
973,918,238.975
973,1594,563.763
973,2631,621.419
973,5470,805.606
973,7753,531.488
973,7827,392.043
973,8281,551.422
973,15745,481.702
973,21406,237.153
973,21432,494.577
973,39156,532.624
973,49752,230.313
974,265,100.404
974,605,80.9188
974,886,120.258
974,977,83.3581
974,978,324.247
974,1782,84.5389
974,2102,260.931
974,2518,95.4
974,2931,183.263
974,11667,83.8402
974,26607,74.7901
974,38421,108.79
974,47909,518.194
974,49752,102.938
974,62533,175.194
974,76039,234.117
974,79374,107.954
975,216,44.4402
975,702,77.7659
975,2332,89.1315
975,2603,95.5374
975,2626,44.3143
975,3902,49.013
975,4812,60.5862
975,6683,149.965
975,8867,143.193
975,13174,170.148
975,13913,60.2739
975,14125,292.156
975,20727,88.5805
975,21593,105.62
975,26438,80.6973
975,41857,67.7718
975,46534,44.4591
976,661,157.289
976,855,540.462
976,2321,115.932
976,2538,44.4319
976,2886,32.726
976,4288,701.921
976,4601,363.753
976,4948,152.821
976,10627,70.0332
976,12623,45.6582
976,13105,352.332
976,13928,52.1452
976,18916,30.6198
976,26828,184.125
976,28338,74.1096
976,32335,92.2734
976,38422,31.9296
977,177,24.2651
977,422,17.1886
977,641,14.1699
977,1367,25.7657
977,1561,21.2856
977,1622,8.72921
977,4029,22.3354
977,5033,50.0088
977,5289,9.25009
977,5579,14.1631
977,7804,26.81
977,9698,10.179
977,15624,16.2072
977,17705,13.6672
977,23371,9.2798
977,36948,20.8328
977,55014,11.1177
978,28,17.3766
978,188,5.00474
978,1993,10.5528
978,2181,43.5485
978,2495,5.16334
978,2678,7.63388
978,2901,16.288
978,4483,9.52125
978,6354,8.04228
978,6589,15.5923
978,8588,4.96974
978,13754,23.2566
978,15361,8.47696
978,16227,11.8115
978,19315,11.5569
978,23625,8.04968
978,26468,6.28917
979,761,7.93892
979,2678,11.511
979,5045,4.06272
979,6070,11.439
979,7854,10.2836
979,8141,8.82881
979,8555,5.62988
979,11652,6.8435
979,17200,4.747
979,17657,18.8992
979,30949,7.7646
979,39749,7.35142
979,42020,9.95175
979,46882,12.9503
979,54123,8.40003
979,60707,11.1321
979,62248,8.4009
980,249,15.8296
980,486,13.8473
980,1832,15.5368
980,2085,12.5687
980,2193,34.0405
980,3494,14.7793
980,3894,18.1491
980,4039,38.9525
980,8986,42.6726
980,12194,9.44628
980,12965,21.1588
980,32968,24.4514
980,33739,17.6046
980,35520,27.298
980,44868,42.776
980,45136,40.353
980,45469,18.5511
981,22,4.74403
981,393,7.64183
981,1311,49.9005
981,3666,5.47297
981,4727,4.20015
981,5088,3.82764
981,6957,3.05158
981,11398,7.2148
981,11934,2.83908
981,13576,2.49918
981,17613,3.90585
981,17640,13.7257
981,22248,4.04705
981,26990,4.67088
981,31397,4.90121
981,36694,2.56222
981,72200,14.255
982,382,743.85
982,577,242.727
982,616,613.251
982,1833,180.761
982,2055,91.5784
982,2643,56.6436
982,2788,110.009
982,3275,185.748
982,4131,581.521
982,4235,320.434
982,7198,975.502
982,7674,171.787
982,11665,97.1228
982,18394,158.93
982,36807,241.134
982,44046,138.425
982,50241,124.78
983,130,22.3169
983,477,21.4541
983,693,63.7677
983,3036,7.2174
983,3591,9.16931
983,5360,14.5652
983,6005,14.9771
983,8555,8.88834
983,8863,5.01861
983,9507,5.04892
983,16230,7.04817
983,20866,10.2566
983,21152,9.3037
983,30192,7.95058
983,49300,7.95839
983,52603,4.72574
983,78512,5.93635
984,16,145.473
984,22,89.0958
984,300,280.667
984,739,579.158
984,1231,223.676
984,2145,80.0755
984,3036,211.397
984,3989,137.085
984,4405,161.566
984,10421,89.5251
984,11059,94.1253
984,17640,265.164
984,20866,123.809
984,21964,85.1306
984,30954,118.092
984,32215,160.675
984,56546,77.8192
985,352,0.195071
985,2135,0.372639
985,3192,0.421434
985,5412,0.224659
985,5979,0.228699
985,7383,0.194787
985,8387,0.0
985,15585,0.232719
985,19781,0.201346
985,20248,0.224679
985,20675,0.0
985,21356,0.0
985,25112,0.192458
985,26467,1.03896
985,27101,0.424344
985,32196,0.0
985,38352,0.197698
985,38636,0.0
985,38728,0.223247
985,55663,0.0
985,73580,5.62726
986,175,32.867
986,662,45.3215
986,2176,440.578
986,2561,41.8976
986,10685,162.363
986,11925,39.9722
986,12910,45.5161
986,16543,34.486
986,18079,320.768
986,20123,83.9009
986,20727,43.5608
986,25576,213.344
986,43861,46.6705
986,44609,782.166
986,48853,214.897
986,49931,58.3805
986,65741,171.318
987,46,31.2357
987,58,22.0663
987,182,34.5709
987,396,62.2765
987,470,104.793
987,1561,14.3115
987,1841,31.8146
987,3197,15.6912
987,5097,19.9912
987,5344,13.5732
987,5423,24.2161
987,7513,24.5033
987,7853,12.4733
987,8205,18.748
987,38014,14.1997
987,49379,24.2917
987,53102,66.3383
988,406,187.833
988,1066,101.725
988,1610,181.764
988,3013,158.533
988,3120,82.7154
988,4309,113.649
988,7153,138.572
988,8141,70.3166
988,13273,71.6556
988,13764,71.4174
988,14199,649.981
988,14693,78.775
988,20183,182.797
988,27723,137.527
988,38421,124.494
988,49601,72.0334
988,67467,141.456
989,394,124.057
989,406,57.5861
989,693,203.612
989,1183,118.787
989,1337,159.359
989,2735,1040.29
989,2819,96.1849
989,3797,74.6573
989,4421,666.968
989,4892,727.029
989,8657,65.3748
989,21414,81.0699
989,26828,76.9242
989,37484,520.201
989,47341,165.514
989,65518,102.526
989,67527,109.596
990,115,113.537
990,199,29.0568
990,249,40.6263
990,1214,288.515
990,1311,28.8529
990,3172,97.0168
990,3834,77.25
990,5990,294.145
990,6153,352.174
990,6248,443.463
990,9704,145.433
990,10205,32.5345
990,18748,45.4941
990,25509,52.0764
990,25703,27.5325
990,42074,27.7354
990,48935,53.932
991,23,99.7693
991,69,79.3728
991,80,155.148
991,682,194.748
991,2397,79.6406
991,3483,133.747
991,4090,1810.99
991,4623,132.567
991,5578,101.386
991,6186,156.083
991,7429,108.763
991,19593,512.954
991,21359,202.36
991,21360,208.656
991,28338,132.766
991,31271,102.504
991,61676,299.849
992,20,79.8602
992,845,26.4098
992,882,36.9769
992,1274,23.8245
992,1748,29.9523
992,2021,24.2188
992,2753,39.072
992,3828,91.6536
992,4982,27.1933
992,13251,206.426
992,17002,44.3343
992,19316,48.0122
992,21291,42.1474
992,25586,188.729
992,42894,21.578
992,45856,37.7862
992,63793,40.9803
993,132,1029.17
993,273,76.2547
993,304,65.7663
993,693,59.7542
993,10040,85.1666
993,11079,53.3398
993,11102,127.911
993,13588,58.3599
993,17474,76.6483
993,32958,54.0938
993,35636,179.63
993,35783,441.49
993,49601,144.511
993,61244,507.32
993,69868,57.0113
993,72930,85.2665
993,78500,85.605
994,79,20.3624
994,804,26.2985
994,1395,34.9981
994,1999,38.8183
994,2607,47.4722
994,2618,24.5348
994,4577,29.3656
994,5268,63.468
994,5504,39.2308
994,6125,26.8476
994,6137,55.0922
994,12428,26.3596
994,12827,26.4996
994,22402,26.3441
994,25037,26.4427
994,70422,27.1057
994,75152,33.5638
995,54,53.5574
995,671,202.228
995,774,84.3693
995,2019,74.0307
995,3216,57.757
995,3944,110.581
995,4068,83.7987
995,5724,79.7692
995,6918,171.191
995,9852,128.706
995,12751,183.381
995,13999,56.0462
995,14884,67.9444
995,26295,50.098
995,39532,104.754
995,47341,125.519
995,60221,280.466
996,160,32.3561
996,489,23.3347
996,511,20.5724
996,522,19.9541
996,1181,35.5727
996,1489,27.4029
996,5634,16.385
996,6918,160.301
996,7847,24.335
996,10411,15.8005
996,12900,38.5066
996,19201,24.9554
996,32221,21.9314
996,35885,45.0539
996,38253,19.5104
996,40902,31.7378
996,43504,17.5255
997,388,29.4016
997,1245,18.9222
997,1865,51.9043
997,2099,14.6018
997,3792,115.732
997,4242,32.2485
997,5447,30.1861
997,7285,48.2098
997,10951,31.7058
997,11261,20.6623
997,14448,19.0967
997,17925,38.4503
997,18695,36.7324
997,23574,18.8243
997,25084,12.9095
997,39663,18.1035
997,63793,11.9181
998,246,224.686
998,278,400.821
998,406,235.922
998,918,192.706
998,1066,235.164
998,1072,1178.41
998,1610,344.9
998,3013,191.773
998,3120,253.664
998,12085,588.542
998,14199,208.276
998,18923,234.461
998,22573,271.474
998,24948,206.792
998,38421,230.303
998,47955,400.804
998,56417,439.923
999,217,238.182
999,246,74.8969
999,381,87.9035
999,481,64.0954
999,2578,73.0832
999,3796,50.7198
999,3988,102.764
999,4751,151.337
999,15285,105.451
999,19704,49.5094
999,22713,65.0087
999,25279,48.2827
999,26892,61.7957
999,48228,70.3046
999,75390,115.52
999,75728,97.4869
999,80702,41.3661
1000,1594,70.9532
1000,2350,42.161
1000,2426,87.943
1000,4812,47.2936
1000,8205,39.7739
1000,8761,97.4447
1000,9421,35.7761
1000,14638,64.254
1000,16017,98.3667
1000,16790,38.4832
1000,17789,262.021
1000,18511,177.155
1000,28151,74.0404
1000,36978,45.3248
1000,38655,35.8759
1000,50218,60.9604
1000,75869,35.3699
1001,45,169.854
1001,437,85.372
1001,1114,230.773
1001,1520,110.979
1001,2544,505.031
1001,2681,1040.56
1001,8532,488.67
1001,11973,99.8185
1001,15291,81.5711
1001,15527,805.466
1001,28478,72.58
1001,30549,450.815
1001,32816,86.6657
1001,38385,97.7063
1001,49062,100.427
1001,67058,200.837
1001,74300,142.573
1002,141,0.398135
1002,934,0.30259
1002,1102,1.43764
1002,4170,0.251908
1002,11281,0.552385
1002,12440,0.656675
1002,12538,0.253948
1002,13913,0.695515
1002,14774,0.863884
1002,15947,0.330032
1002,28012,0.353292
1002,28535,0.321205
1002,29896,0.616775
1002,36760,0.549088
1002,41918,0.509145
1002,44042,0.305316
1002,80531,0.267854
1003,193,425.732
1003,427,213.547
1003,867,251.983
1003,1523,140.924
1003,2019,176.134
1003,2023,678.202
1003,2104,756.752
1003,3856,380.875
1003,5204,311.392
1003,5451,354.692
1003,5592,1082.24
1003,6252,158.489
1003,6856,265.145
1003,9852,303.551
1003,20271,210.339
1003,40780,189.568
1003,43504,139.0
1004,1294,5.78516
1004,1946,5.34506
1004,2026,42.2992
1004,2586,5.58711
1004,4727,6.03958
1004,5199,67.8821
1004,5406,5.85586
1004,7122,21.7323
1004,11371,19.4493
1004,12773,5.10931
1004,13176,7.03397
1004,13998,18.3904
1004,16360,16.0183
1004,23816,200.275
1004,38281,5.18084
1004,41191,42.5852
1004,46601,6.87991
1005,23,74.702
1005,468,217.204
1005,687,63.1889
1005,1056,535.373
1005,1668,52.1864
1005,2488,178.652
1005,4126,82.8128
1005,6055,882.276
1005,6181,126.05
1005,8819,51.4144
1005,11648,58.3004
1005,15007,49.4056
1005,15569,77.4384
1005,15706,70.6067
1005,54034,149.647
1005,58624,51.1844
1005,70269,96.9387
1006,934,66.9545
1006,13346,49.2723
1006,13689,69.0983
1006,16184,87.7522
1006,19140,26.8001
1006,24499,109.88
1006,24751,67.4155
1006,31612,26.3091
1006,36243,82.5902
1006,36727,64.2901
1006,38836,19.6385
1006,42480,31.7274
1006,43863,36.7389
1006,44301,27.6625
1006,48979,106.762
1006,62451,26.2608
1006,62943,54.9313
1007,100,100.487
1007,193,73.075
1007,774,296.198
1007,2134,101.142
1007,2359,173.463
1007,2599,77.3353
1007,3083,271.421
1007,3192,81.7972
1007,3216,315.345
1007,3944,71.1098
1007,5724,181.084
1007,9534,153.33
1007,11656,176.056
1007,21372,81.4154
1007,26262,287.817
1007,38753,82.4876
1007,79860,199.632
1008,687,42.3332
1008,1118,38.4728
1008,1442,56.4025
1008,1854,74.1852
1008,4988,82.2168
1008,5998,56.0533
1008,11458,70.4405
1008,13942,166.304
1008,21582,24.4544
1008,21899,25.3935
1008,25020,128.163
1008,27283,59.629
1008,33760,47.1534
1008,39285,45.6339
1008,48275,26.3166
1008,49437,41.6488
1008,75680,220.754
1009,122,1.92713
1009,793,73.7061
1009,908,35.4475
1009,1535,1.95017
1009,1564,6.10547
1009,2026,4.04085
1009,2321,11.2104
1009,2735,46.0719
1009,2897,5.96124
1009,5088,5.67157
1009,6262,1.89581
1009,8661,4.10324
1009,11055,87.4393
1009,26602,22.4918
1009,38270,22.5698
1009,55252,5.86372
1009,63542,8.74586
1010,141,116.195
1010,311,49.2976
1010,387,22.222
1010,908,42.0598
1010,961,32.5296
1010,1902,49.4676
1010,2026,54.3925
1010,2777,32.3913
1010,5128,21.7771
1010,5328,21.4448
1010,6419,18.2075
1010,8207,29.7854
1010,8687,62.1407
1010,19299,45.3064
1010,20608,75.0219
1010,40003,26.0768
1010,44209,180.244
1011,276,18.8251
1011,1719,28.1158
1011,1841,28.9749
1011,1911,46.5635
1011,1946,95.4185
1011,8443,20.4267
1011,13927,26.5281
1011,14958,82.6003
1011,18867,29.9971
1011,19310,80.2704
1011,23669,18.6995
1011,23940,19.8754
1011,24061,43.6865
1011,36696,21.2802
1011,37174,61.1015
1011,40003,21.1407
1011,44205,72.5958
1012,4519,1.92874
1012,5472,2.75787
1012,5954,0.944094
1012,5987,2.19331
1012,7667,1.57025
1012,11586,1.28733
1012,12842,2.40579
1012,19145,7.92679
1012,20439,1.62577
1012,23708,1.17515
1012,25540,0.99154
1012,30231,6.78244
1012,32777,1.38074
1012,48846,1.92396
1012,52585,4.0847
1012,74845,1.2164
1012,75360,1.24559
1013,696,0.0
1013,2357,0.0
1013,12368,0.0
1013,12504,0.0
1013,15262,0.0
1013,22787,0.0
1013,32933,0.0
1013,51827,0.0
1013,59312,0.0
1014,44,189.096
1014,100,27.8641
1014,406,26.5474
1014,623,33.2899
1014,1096,33.0986
1014,1592,163.862
1014,2889,65.085
1014,3036,28.6189
1014,5658,93.109
1014,26828,130.153
1014,27508,48.2391
1014,29372,39.574
1014,35646,155.254
1014,43504,55.128
1014,47341,829.503
1014,60225,50.4496
1014,75021,43.8296
1015,236,31.0361
1015,345,42.6332
1015,1540,48.2627
1015,2750,47.4229
1015,3041,31.577
1015,6437,50.1397
1015,6702,40.6302
1015,6850,34.2686
1015,10727,60.4346
1015,22249,39.4784
1015,25880,31.1152
1015,26447,60.5185
1015,38561,43.7668
1015,38692,30.8675
1015,55564,59.3034
1015,72697,87.8838
1015,76974,34.9299
1016,418,25.5697
1016,661,410.468
1016,665,100.271
1016,3905,63.0615
1016,4948,43.9275
1016,6254,41.7339
1016,11249,52.0651
1016,14106,27.002
1016,14503,30.7146
1016,14929,52.9203
1016,17071,310.701
1016,17261,27.9139
1016,30529,36.7392
1016,39914,24.6122
1016,53664,38.6036
1016,60893,88.7738
1016,74453,32.0473
1017,749,0.0
1017,857,0.0
1017,1747,0.0
1017,2237,0.0
1017,14958,0.0
1017,25085,0.0
1017,45220,0.0
1017,75021,0.0
1017,80395,0.0
1018,147,16.2226
1018,597,10.3102
1018,2184,46.9023
1018,2280,12.1584
1018,2335,15.8324
1018,3209,14.2591
1018,5204,39.8737
1018,5270,23.062
1018,5921,28.6981
1018,6237,83.86
1018,7711,33.122
1018,9704,29.8209
1018,13782,21.8204
1018,28868,11.6505
1018,72401,20.4286
1018,76741,10.6894
1018,78512,69.2813
1019,3747,36.155
1019,5020,23.2532
1019,7234,22.3642
1019,8692,22.336
1019,10102,37.9775
1019,12910,32.6895
1019,15713,52.5245
1019,19767,36.5929
1019,25085,26.3416
1019,28518,50.7984
1019,44042,55.2763
1019,52948,38.3776
1019,56338,22.0554
1019,56521,42.6639
1019,72009,30.0892
1019,72882,51.04
1019,80126,122.634
1020,203,4.74774
1020,2055,18.7808
1020,2805,41.0734
1020,4167,9.5058
1020,4595,12.0759
1020,4888,8.29472
1020,8786,17.5656
1020,9478,6.02519
1020,10449,3.66344
1020,11581,4.78078
1020,13687,44.9022
1020,13689,11.8951
1020,29054,6.22958
1020,38356,3.67961
1020,50241,9.16884
1020,70570,4.05145
1020,71096,11.7483
1021,199,2.44175
1021,325,11.9995
1021,814,2.52259
1021,924,23.3621
1021,1141,9.19683
1021,2886,2.4299
1021,4437,4.11271
1021,4784,23.6687
1021,5026,2.42898
1021,12444,35.3466
1021,25589,9.10518
1021,25850,8.46888
1021,29027,17.1229
1021,40829,4.27004
1021,76768,3.5234
1022,100,292.359
1022,292,115.454
1022,464,52.5306
1022,759,57.2912
1022,945,90.0994
1022,962,51.2053
1022,1513,89.3882
1022,1598,281.819
1022,1876,131.678
1022,3657,68.74
1022,4652,71.4569
1022,10451,59.0152
1022,35290,810.233
1022,41778,1119.57
1022,56225,410.789
1022,59161,83.4195
1022,67157,95.1324
1023,4,2085.15
1023,287,822.898
1023,501,267.7
1023,985,307.811
1023,2197,235.845
1023,4080,212.667
1023,4595,414.599
1023,6475,245.306
1023,7198,277.455
1023,7227,224.321
1023,17059,360.756
1023,23392,248.107
1023,24803,537.518
1023,33397,352.799
1023,34069,236.715
1023,73450,556.124
1023,75021,303.253
1024,141,0.0
1024,311,0.0
1024,431,0.0
1024,671,0.0
1024,1729,0.0
1024,2023,0.0
1024,2412,0.0
1024,4836,0.0
1024,6850,0.0
1024,6863,0.0
1024,6957,0.0
1024,8141,0.0
1024,14428,0.0
1024,14963,0.0
1024,15502,0.0
1024,16341,0.0
1024,17581,0.0
1024,18877,0.0
1024,22300,0.0
1024,25880,0.0
1024,34032,0.0
1024,44587,0.0
1024,53862,0.0
1024,60250,0.0
1024,68992,0.0
1024,72697,0.0
1025,29,23.1459
1025,684,8.05641
1025,693,11.8136
1025,855,4.12536
1025,1096,86.9841
1025,1337,13.054
1025,1668,4.24215
1025,2509,16.5614
1025,4090,4.01236
1025,8661,6.99062
1025,15569,5.5488
1025,25084,10.4923
1025,41302,30.5008
1025,48876,59.0525
1025,61983,12.7549
1025,70928,73.791
1025,78144,28.3371
1026,141,31.1307
1026,749,46.5467
1026,1902,232.48
1026,2100,47.4512
1026,2183,228.297
1026,2777,55.916
1026,5978,93.5066
1026,6869,109.116
1026,7122,42.4473
1026,9053,31.4735
1026,10999,671.613
1026,19299,37.3864
1026,20292,37.0821
1026,22138,60.7375
1026,30167,33.0258
1026,53110,49.4394
1026,55252,45.1894
1027,103,1033.13
1027,1079,145.836
1027,1688,253.985
1027,3125,175.555
1027,4647,1231.65
1027,10364,646.769
1027,10737,782.073
1027,10808,1243.91
1027,11581,2432.88
1027,13174,2328.56
1027,13175,190.512
1027,30527,214.865
1027,32910,2532.6
1027,34894,1124.45
1027,37222,407.767
1027,40547,141.794
1027,48846,793.309
1028,45,61.625
1028,516,91.2935
1028,699,132.513
1028,2398,59.1094
1028,2501,59.9002
1028,2951,156.171
1028,3126,60.0787
1028,3625,133.296
1028,5020,87.0035
1028,6820,63.8551
1028,9292,62.8765
1028,10737,65.2765
1028,13335,106.759
1028,13791,146.197
1028,29977,78.7895
1028,53373,65.6506
1028,54761,126.293
1029,20,0.396531
1029,431,0.0
1029,640,0.0
1029,2367,0.0549318
1029,2436,0.0
1029,2741,0.130663
1029,2791,0.0976401
1029,3354,0.0
1029,3840,0.0
1029,5881,0.0
1029,6736,0.0
1029,7847,0.0
1029,8763,0.0315173
1029,9278,0.0
1029,9835,0.0
1029,11086,0.0
1029,14998,0.0474923
1029,19201,0.0
1029,22291,0.0
1029,22541,0.0
1029,22694,0.0
1029,30310,0.0305491
1029,30346,0.0
1029,46173,0.0917911
1029,57989,0.118884
1029,63932,0.0
1030,130,2708.94
1030,406,173.363
1030,2149,273.542
1030,2531,260.99
1030,3036,356.713
1030,3145,184.929
1030,3832,336.66
1030,4405,191.311
1030,5198,158.268
1030,12770,341.642
1030,14543,138.227
1030,26828,238.274
1030,27508,908.444
1030,35783,229.114
1030,42070,479.823
1030,43146,200.626
1030,48881,138.12
1031,675,0.0269638
1031,693,0.693219
1031,1094,0.0272589
1031,1535,0.0277035
1031,14491,0.0268262
1031,22357,0.0269303
1031,43264,0.0272371
1031,63117,0.0671298
1031,67417,0.076732
1032,46,71.7104
1032,270,225.069
1032,5204,36.7088
1032,5881,30.525
1032,8061,52.4578
1032,13603,92.0519
1032,14133,47.0555
1032,14955,50.4581
1032,15824,231.059
1032,22694,45.5394
1032,23940,89.346
1032,26828,74.1953
1032,29502,43.7835
1032,36100,106.094
1032,36830,98.6532
1032,40541,53.1575
1032,47341,63.7048
1033,54,2.90625
1033,406,0.755776
1033,1019,2.21115
1033,1299,0.794162
1033,2962,2.51573
1033,4309,0.762957
1033,7252,0.592405
1033,8443,0.593892
1033,11737,0.54801
1033,17992,0.581914
1033,18943,0.809941
1033,27978,0.949235
1033,28068,0.998931
1033,48610,0.798796
1033,49526,0.615405
1033,54137,3.51538
1033,61983,1.22789
1034,22,258.063
1034,32,268.572
1034,65,557.978
1034,133,350.994
1034,361,294.111
1034,605,290.385
1034,3380,974.852
1034,4051,213.075
1034,9935,254.62
1034,9938,725.276
1034,17910,193.44
1034,20625,308.833
1034,23371,414.918
1034,26485,468.879
1034,28478,218.13
1034,29310,222.58
1034,36308,777.015
1035,396,42.2381
1035,406,33.2481
1035,3671,44.9552
1035,3940,33.609
1035,4812,63.6404
1035,5235,132.625
1035,5406,40.21
1035,6438,73.1702
1035,11338,40.4533
1035,11442,34.8887
1035,12368,55.9863
1035,13636,41.296
1035,13913,37.4387
1035,23378,62.1454
1035,30244,41.0353
1035,40603,38.4915
1035,44042,42.6145
1036,270,26.7496
1036,281,28.2819
1036,393,1191.72
1036,1183,40.2822
1036,1704,57.2346
1036,1859,164.691
1036,2026,39.0804
1036,2531,38.7943
1036,4588,44.1057
1036,5199,43.696
1036,9029,63.3123
1036,13142,33.0859
1036,26828,186.804
1036,27508,85.2507
1036,30399,52.289
1036,41191,37.1509
1036,48881,26.8999
1037,113,820.469
1037,217,2144.49
1037,394,125.787
1037,2474,310.509
1037,7646,131.357
1037,8277,170.732
1037,10799,381.308
1037,11024,248.353
1037,14448,198.269
1037,15668,347.214
1037,24073,217.503
1037,28457,493.801
1037,29215,1011.05
1037,30246,192.204
1037,31021,161.547
1037,39080,187.215
1037,69863,177.883
1038,687,51.3218
1038,1855,69.7617
1038,1977,62.3602
1038,2488,163.415
1038,2818,57.8659
1038,4090,171.577
1038,7902,25.7953
1038,13998,27.9797
1038,14223,52.0474
1038,15007,59.459
1038,16186,30.8686
1038,21572,47.2808
1038,23388,45.74
1038,38422,37.5145
1038,43285,62.7672
1038,61706,28.9812
1038,65980,34.6728
1039,5,88.6953
1039,406,46.8312
1039,416,44.6102
1039,477,109.752
1039,656,55.7612
1039,734,52.1756
1039,1118,42.5451
1039,1781,151.282
1039,2483,32.8682
1039,2902,32.34
1039,3052,53.764
1039,3498,41.3771
1039,4309,37.5332
1039,8185,52.4708
1039,9538,37.9572
1039,20290,64.0142
1039,26617,52.8362
1041,1095,517.44
1041,4888,774.645
1041,5187,276.123
1041,9727,294.324
1041,11740,727.53
1041,11746,1581.91
1041,13689,439.735
1041,15527,1928.84
1041,16127,488.428
1041,20123,2548.32
1041,29197,266.506
1041,29897,1410.13
1041,37327,354.452
1041,44043,668.572
1041,44046,1153.33
1041,56622,1816.74
1041,74478,1155.88
1042,506,112.208
1042,1019,96.4323
1042,1465,36.9093
1042,4079,34.9403
1042,5149,82.312
1042,10061,39.0446
1042,11586,79.6043
1042,12753,594.458
1042,19884,127.329
1042,24837,40.329
1042,32697,44.3937
1042,33603,39.0743
1042,39099,336.48
1042,39823,49.211
1042,44042,172.366
1042,62378,103.632
1042,62853,32.4868
1043,2598,6.27217
1043,2788,0.736786
1043,4727,0.482801
1043,7872,0.958225
1043,11927,0.766167
1043,21157,0.503832
1043,30141,0.471031
1043,43733,0.946022
1043,44205,6.86296
1044,1599,26.3262
1044,1791,30.0638
1044,2332,18.9407
1044,2741,10.9351
1044,5894,16.7354
1044,9696,20.756
1044,10184,17.2286
1044,27358,21.9735
1044,28457,27.3063
1044,41841,64.6259
1044,47100,11.8497
1044,47846,40.8749
1044,59943,24.3525
1044,60023,18.4642
1044,64609,29.818
1044,70782,12.8068
1044,74196,33.6162
1045,1848,45.2206
1045,3276,32.2843
1045,3342,26.527
1045,3940,28.1428
1045,8009,16.8055
1045,11247,25.0692
1045,13560,19.1486
1045,24751,14.7585
1045,26438,42.2175
1045,29197,21.7575
1045,38815,15.6988
1045,46354,29.3024
1045,49154,18.3752
1045,52513,19.7891
1045,56622,19.4789
1045,72320,47.3595
1045,74478,140.073
1046,2151,97.5262
1046,4888,159.935
1046,5413,40.8983
1046,6354,73.7654
1046,6455,43.7422
1046,8892,114.348
1046,9931,151.701
1046,13689,63.1461
1046,20610,57.5295
1046,21457,62.9464
1046,22502,56.243
1046,24837,495.442
1046,25651,58.5374
1046,50241,117.29
1046,72309,79.4378
1046,74478,587.669
1046,76433,73.5248
1047,670,26.238
1047,1245,18.8413
1047,1361,30.7675
1047,2607,15.7219
1047,7135,13.6938
1047,9800,17.1309
1047,10170,22.0414
1047,13290,23.2005
1047,16314,53.6115
1047,16585,26.0118
1047,17981,19.0761
1047,22672,16.6189
1047,27199,62.93
1047,30341,37.7094
1047,37052,24.0283
1047,44299,35.1099
1047,49805,137.836
1048,84,67.0772
1048,322,62.4786
1048,782,56.8706
1048,863,120.926
1048,2689,229.425
1048,4008,62.8271
1048,4898,129.705
1048,7860,63.9178
